product1,product2,样本数,相关系数,p值,显著性,关系类型,簇
平菇,本地黄心油菜,4,-0.7999999999999999,0.20000000000000007,No,无显著关联,1
茶树菇(袋),豌豆尖,4,0.7999999999999999,0.20000000000000007,No,无显著关联,1
牛排菇,黄心菜,4,0.7999999999999999,0.20000000000000007,No,无显著关联,1
苋菜(份),鱼腥草,4,-0.7999999999999999,0.20000000000000007,No,无显著关联,1
苋菜(份),马齿苋,4,0.7999999999999999,0.20000000000000007,No,无显著关联,1
南瓜尖,高瓜,4,0.7999999999999999,0.20000000000000007,No,无显著关联,1
田七,菊花油菜,4,-0.7999999999999999,0.20000000000000007,No,无显著关联,1
四川红香椿,荸荠,4,-0.7999999999999999,0.20000000000000007,No,无显著关联,1
南瓜尖,小白菜,4,-0.7999999999999999,0.20000000000000007,No,无显著关联,1
本地上海青,灯笼椒,4,-0.7999999999999999,0.20000000000000007,No,无显著关联,1
小白菜,马兰头,4,-0.7999999999999999,0.20000000000000007,No,无显著关联,1
蟹味菇与白玉菇双拼(盒),青线椒,4,-0.7999999999999999,0.20000000000000007,No,无显著关联,1
丝瓜尖,小白菜,4,0.7999999999999999,0.20000000000000007,No,无显著关联,1
小米椒,紫圆茄,4,0.7999999999999999,0.20000000000000007,No,无显著关联,1
马兰头,鱼腥草,4,0.7999999999999999,0.20000000000000007,No,无显著关联,1
萝卜叶,野藕,4,0.7999999999999999,0.20000000000000007,No,无显著关联,1
小白菜,洪湖莲藕(脆藕),5,0.7999999999999999,0.10408803866182788,No,无显著关联,1
枝江红菜苔,菌蔬四宝(份),4,-0.7999999999999999,0.20000000000000007,No,无显著关联,1
鲜木耳,鲜粽子叶,4,-0.7999999999999999,0.20000000000000007,No,无显著关联,1
菌蔬四宝(份),黄心菜,4,0.7999999999999999,0.20000000000000007,No,无显著关联,1
上海青(份),菌蔬四宝(份),4,-0.7999999999999999,0.20000000000000007,No,无显著关联,1
紫贝菜,荸荠,5,-0.7999999999999999,0.10408803866182788,No,无显著关联,1
双孢菇,菊花油菜,5,0.7999999999999999,0.10408803866182788,No,无显著关联,1
奶白菜苗,青尖椒,4,-0.7999999999999999,0.20000000000000007,No,无显著关联,1
奶白菜苗,长线茄,4,-0.7999999999999999,0.20000000000000007,No,无显著关联,1
东门口小白菜,莲蓬(个),4,-0.7999999999999999,0.20000000000000007,No,无显著关联,1
蔡甸藜蒿(份),野藕,4,0.7999999999999999,0.20000000000000007,No,无显著关联,1
本地黄心油菜,菌蔬四宝(份),4,-0.7999999999999999,0.20000000000000007,No,无显著关联,1
本地黄心油菜,长线茄,4,-0.7999999999999999,0.20000000000000007,No,无显著关联,1
洪湖藕带,艾蒿,4,0.7999999999999999,0.20000000000000007,No,无显著关联,1
洪湖莲藕(粉藕),菌蔬四宝(份),4,-0.7999999999999999,0.20000000000000007,No,无显著关联,1
姬菇,牛排菇,4,0.7999999999999999,0.20000000000000007,No,无显著关联,1
蒲公英,虫草花(份),4,0.7999999999999999,0.20000000000000007,No,无显著关联,1
奶白菜苗,杏鲍菇,4,-0.7999999999999999,0.20000000000000007,No,无显著关联,1
艾蒿,长线茄,4,0.7999999999999999,0.20000000000000007,No,无显著关联,1
杏鲍菇,蔡甸藜蒿(份),4,-0.7999999999999999,0.20000000000000007,No,无显著关联,1
奶白菜苗,青杭椒,4,0.7999999999999999,0.20000000000000007,No,无显著关联,1
大白菜秧,姜蒜小米椒组合装(小份),4,0.7999999999999999,0.20000000000000007,No,无显著关联,1
鱼腥草,黄心菜,4,0.7999999999999999,0.20000000000000007,No,无显著关联,1
菊花油菜,青尖椒,4,0.7999999999999999,0.20000000000000007,No,无显著关联,1
槐花,黄心菜,4,0.7999999999999999,0.20000000000000007,No,无显著关联,1
红椒,菊花油菜,4,-0.7999999999999999,0.20000000000000007,No,无显著关联,1
白菜苔,野藕,4,0.7999999999999999,0.20000000000000007,No,无显著关联,1
红莲藕带,萝卜叶,4,0.7999999999999999,0.20000000000000007,No,无显著关联,1
竹叶菜(份),红椒(份),7,0.7952427724875442,0.03252158717676523,Yes,正相关,1
杏鲍菇(250克),高瓜,5,0.7905694150420949,0.11136715471408382,No,无显著关联,1
杏鲍菇(250克),青茄子,5,0.7905694150420949,0.11136715471408382,No,无显著关联,1
小白菜,杏鲍菇(250克),5,0.7905694150420948,0.11136715471408383,No,无显著关联,1
紫贝菜,蟹味菇,5,-0.7905694150420948,0.11136715471408383,No,无显著关联,1
红薯尖(份),菜心(份),51,0.7889698688979587,6.134146862890679e-12,Yes,正相关,1
外地茼蒿,薄荷叶,7,0.7857142857142859,0.03623846267982714,Yes,正相关,1
红灯笼椒,薄荷叶,8,-0.7857142857142858,0.020815127253525276,Yes,负相关,1
杏鲍菇,鲜粽子叶,8,0.7857142857142858,0.020815127253525276,Yes,正相关,1
姬菇(包),红杭椒(份),8,0.7830816530937227,0.02154573375338506,Yes,正相关,1
木耳菜,牛排菇(盒),5,0.7826237921249264,0.11761376087345808,No,无显著关联,1
小白菜(份),银耳(朵),5,-0.7826237921249264,0.11761376087345808,No,无显著关联,1
茼蒿(份),蒲公英,5,0.7826237921249264,0.11761376087345808,No,无显著关联,1
小青菜(份),平菇,10,-0.7805023146484534,0.007717478688782199,Yes,负相关,1
蒲公英,青线椒(份),11,0.7770628278831779,0.0048925216598904395,Yes,正相关,1
本地上海青,鲜藕带(袋),7,-0.7768985960673559,0.039877388772914205,Yes,负相关,1
牛首油菜,绣球菌,4,-0.7745966692414834,0.22540333075851657,No,无显著关联,1
灯笼椒(份),红杭椒,4,-0.7745966692414834,0.22540333075851657,No,无显著关联,1
圆茄子,牛排菇(盒),4,-0.7745966692414834,0.22540333075851657,No,无显著关联,1
圆茄子,绣球菌,4,0.7745966692414834,0.22540333075851657,No,无显著关联,1
圆茄子,红灯笼椒(份),4,0.7745966692414834,0.22540333075851657,No,无显著关联,1
绣球菌,虫草花,4,-0.7745966692414834,0.22540333075851657,No,无显著关联,1
杏鲍菇(袋),青红杭椒组合装(份),4,0.7745966692414834,0.22540333075851657,No,无显著关联,1
红灯笼椒,绣球菌,4,0.7745966692414834,0.22540333075851657,No,无显著关联,1
红灯笼椒,红灯笼椒(份),4,-0.7745966692414834,0.22540333075851657,No,无显著关联,1
紫苏(份),豌豆尖,4,-0.7745966692414834,0.22540333075851657,No,无显著关联,1
白菜苔,紫苏(份),4,0.7745966692414834,0.22540333075851657,No,无显著关联,1
灯笼椒(份),红椒,4,0.7745966692414834,0.22540333075851657,No,无显著关联,1
青红尖椒组合装(份),马齿苋,4,-0.7745966692414834,0.22540333075851657,No,无显著关联,1
灯笼椒(份),长线茄,4,0.7745966692414834,0.22540333075851657,No,无显著关联,1
灯笼椒(份),青线椒,4,-0.7745966692414834,0.22540333075851657,No,无显著关联,1
灯笼椒(份),青茄子,4,0.7745966692414834,0.22540333075851657,No,无显著关联,1
灯笼椒(份),青尖椒,4,-0.7745966692414834,0.22540333075851657,No,无显著关联,1
七彩椒(份),红灯笼椒,4,0.7745966692414834,0.22540333075851657,No,无显著关联,1
灯笼椒(份),茼蒿,4,0.7745966692414834,0.22540333075851657,No,无显著关联,1
灯笼椒(份),茼蒿(份),4,-0.7745966692414834,0.22540333075851657,No,无显著关联,1
和丰阳光海鲜菇(包),红灯笼椒,6,-0.7715167498104596,0.07234295558504265,No,无显著关联,1
蟹味菇(袋),野生粉藕,6,-0.7715167498104596,0.07234295558504265,No,无显著关联,1
东门口小白菜,荸荠(份),6,0.7715167498104596,0.07234295558504265,No,无显著关联,1
白菜苔,竹叶菜(份),6,-0.7715167498104596,0.07234295558504265,No,无显著关联,1
田七,鲜藕带(袋),6,-0.7715167498104596,0.07234295558504265,No,无显著关联,1
菱角,青杭椒,6,0.7714285714285715,0.07239650145772594,No,无显著关联,1
大龙茄子,黑皮鸡枞菌,6,-0.7714285714285715,0.07239650145772594,No,无显著关联,1
槐花,马齿苋,6,-0.7714285714285715,0.07239650145772594,No,无显著关联,1
洪湖莲藕(粉藕),海鲜菇(包),11,0.7713775143261998,0.005431122462045983,Yes,正相关,1
苋菜(份),菜心(份),48,0.770753911812177,1.4787102893678124e-10,Yes,正相关,1
姬菇(份),茼蒿(份),9,-0.7699416538777076,0.01522715452903242,Yes,负相关,1
姬菇(包),芥菜,8,0.7637626158259735,0.02739604390911203,Yes,正相关,1
杏鲍菇,紫白菜,11,0.7636363636363637,0.006233059747904751,Yes,正相关,1
姬菇(包),小白菜(份),5,0.7631578947368421,0.13333911953180627,No,无显著关联,1
七彩椒,蒲公英,8,0.7619047619047621,0.028004939153071805,Yes,正相关,1
七彩椒(份),茼蒿,8,-0.7563787698880865,0.029865077195399308,Yes,负相关,1
杏鲍菇(袋),白玉菇,9,0.755768393599419,0.01849088464562679,Yes,正相关,1
青线椒,鱼腥草(份),8,0.7545045450053531,0.03051275903330906,Yes,正相关,1
上海青(份),红薯尖(份),55,0.7533823490027459,3.2083465905789186e-11,Yes,正相关,1
红薯尖(份),青茄子,56,0.7522613491019221,2.3259501946139297e-11,Yes,正相关,1
白玉菇,青杭椒,10,0.7500139429824981,0.012475320838889697,Yes,正相关,1
紫圆茄,长线茄,7,0.7500000000000002,0.05218140045705776,No,无显著关联,1
红尖椒,鲜粽子叶,7,0.7500000000000002,0.05218140045705776,No,无显著关联,1
牛首生菜,紫苏,7,0.7500000000000002,0.05218140045705776,No,无显著关联,1
紫白菜,青线椒,17,0.7475490196078433,0.0005612381524319417,Yes,正相关,1
小青菜(份),青线椒,19,0.7470338988465791,0.00023764241115316662,Yes,正相关,1
洪山菜苔,菜心(份),9,0.746003846592251,0.02099053166145371,Yes,正相关,1
双孢菇,莲蓬(个),10,0.743916268649307,0.013627561508064353,Yes,正相关,1
丝瓜尖,西峡花菇,14,0.7422925495678402,0.0023634196176042814,Yes,正相关,1
姬菇(份),龙牙菜,12,0.7420911673772305,0.005717207920032724,Yes,正相关,1
青茄子,马兰头,13,-0.7417582417582418,0.0037013137357526267,Yes,负相关,1
红杭椒,荸荠(份),6,0.7406560798180413,0.0921672621658866,No,无显著关联,1
菌蔬四宝(份),虫草花(份),4,-0.7378647873726218,0.2621352126273781,No,无显著关联,1
野生粉藕,银耳(朵),5,0.7378647873726218,0.15461852312844906,No,无显著关联,1
洪山菜苔,黄心菜,4,0.7378647873726218,0.2621352126273781,No,无显著关联,1
圆茄子,襄甜红菜苔(袋),4,0.7378647873726218,0.2621352126273781,No,无显著关联,1
双孢菇(份),菜心(份),4,-0.7378647873726218,0.2621352126273781,No,无显著关联,1
东门口小白菜,杏鲍菇(250克),4,-0.7378647873726218,0.2621352126273781,No,无显著关联,1
紫白菜,紫苏(份),4,-0.7378647873726218,0.2621352126273781,No,无显著关联,1
小青菜,荸荠(份),4,0.7378647873726218,0.2621352126273781,No,无显著关联,1
虫草花(份),青杭椒(份),4,-0.7378647873726218,0.2621352126273781,No,无显著关联,1
姬菇(包),薄荷叶,4,-0.7378647873726218,0.2621352126273781,No,无显著关联,1
姜蒜小米椒组合装(小份),菌蔬四宝(份),4,-0.7378647873726218,0.2621352126273781,No,无显著关联,1
洪湖藕带,牛排菇(盒),4,0.7378647873726218,0.2621352126273781,No,无显著关联,1
苋菜(份),西峡香菇(份),9,0.7372961053710901,0.023399880825150918,Yes,正相关,1
枝江红菜苔,荠菜,13,-0.7362637362637362,0.004107709360574614,Yes,负相关,1
组合椒系列,面条菜,6,0.7356123579206245,0.09561078073827967,No,无显著关联,1
上海青(份),竹叶菜(份),66,0.735354579251815,2.046047669872076e-12,Yes,正相关,1
姬菇(包),竹叶菜(份),6,-0.7352941176470588,0.09582994097292893,No,无显著关联,1
平菇,红灯笼椒(份),7,0.7329409123199366,0.060930268306080226,No,无显著关联,1
牛首生菜,蟹味菇与白玉菇双拼(盒),8,-0.728561053977385,0.0403723764234646,Yes,负相关,1
猪肚菇(盒),菜心(份),5,-0.7254762501100117,0.16537039580601628,No,无显著关联,1
红椒,蔡甸藜蒿(份),16,0.7249049797646855,0.0014878473648203795,Yes,正相关,1
枝江红菜苔,苋菜(份),6,0.7247137945655605,0.10324280462370763,No,无显著关联,1
七彩椒,枝江红菜苔(份),14,0.7222668079692303,0.003529873468254535,Yes,正相关,1
云南油麦菜(份),云南生菜(份),387,0.7205479965326259,3.390239922470477e-63,Yes,正相关,3
和丰阳光海鲜菇(包),红线椒,5,0.7181848464596079,0.1717953049079889,No,无显著关联,1
紫贝菜,长线茄,11,-0.7181818181818183,0.01279959806885844,Yes,负相关,1
组合椒系列,芥菜,8,0.7165410061057312,0.045520439055528175,Yes,正相关,1
灯笼椒,紫螺丝椒,8,0.7142857142857144,0.04652823228416724,Yes,正相关,1
本地小毛白菜,豌豆尖,6,0.7142857142857143,0.1107871720116617,No,无显著关联,1
小青菜,紫螺丝椒,6,-0.7142857142857143,0.1107871720116617,No,无显著关联,1
海鲜菇(份),红尖椒,14,0.7121405079494288,0.004270684597129778,Yes,正相关,1
竹叶菜(份),红薯尖(份),52,0.7120007225824982,3.253862263450422e-09,Yes,正相关,1
红薯尖(份),蔡甸藜蒿,8,-0.7119914934033428,0.04756711506633377,Yes,负相关,1
和丰阳光海鲜菇(包),杏鲍菇,11,-0.7097452484920271,0.014420458387430245,Yes,负相关,1
平菇,襄甜红菜苔(袋),7,-0.7092081432669755,0.07433118029954724,No,无显著关联,1
姜蒜小米椒组合装(小份),菌菇火锅套餐(份),4,-0.7071067811865477,0.29289321881345215,No,无显著关联,1
东门口小白菜,洪山菜苔,5,0.7071067811865475,0.18169011381620928,No,无显著关联,1
洪湖藕带,紫苏(份),5,-0.7071067811865475,0.18169011381620928,No,无显著关联,1
杏鲍菇,牛排菇(盒),5,0.7071067811865475,0.18169011381620928,No,无显著关联,1
平菇,牛排菇(盒),5,0.7071067811865475,0.18169011381620928,No,无显著关联,1
白玉菇(袋),黄花菜,5,-0.7071067811865475,0.18169011381620928,No,无显著关联,1
洪山菜苔,辣妹子,5,0.7071067811865475,0.18169011381620928,No,无显著关联,1
牛排菇(盒),竹叶菜(份),5,0.7071067811865475,0.18169011381620928,No,无显著关联,1
猪肚菇(盒),长线茄,5,-0.7071067811865475,0.18169011381620928,No,无显著关联,1
小青菜(份),牛排菇(盒),5,0.7071067811865475,0.18169011381620928,No,无显著关联,1
蟹味菇与白玉菇双拼(盒),黄花菜,5,0.7071067811865475,0.18169011381620928,No,无显著关联,1
小皱皮,水果辣椒(份),5,-0.7071067811865475,0.18169011381620928,No,无显著关联,1
牛排菇(盒),青红杭椒组合装(份),5,0.7071067811865475,0.18169011381620928,No,无显著关联,1
绣球菌,茼蒿,5,0.7071067811865475,0.18169011381620928,No,无显著关联,1
小皱皮,牛首油菜,11,-0.7000000000000001,0.01647097883651441,Yes,负相关,1
海鲜菇,菊花油菜,5,0.7,0.18812040437418728,No,无显著关联,1
白玉菇(盒),青杭椒(份),7,-0.7,0.07991669030889917,No,无显著关联,1
灯笼椒,蒲公英,5,-0.7,0.18812040437418728,No,无显著关联,1
紫苏,黑油菜,5,-0.7,0.18812040437418728,No,无显著关联,1
红灯笼椒,红线椒,5,0.7,0.18812040437418728,No,无显著关联,1
竹叶菜(份),菜心(份),70,0.6987092517203345,1.750143095167187e-11,Yes,正相关,1
紫白菜,组合椒系列,6,0.6982532518267538,0.12283946337339596,No,无显著关联,1
虫草花,青红尖椒组合装(份),6,-0.6982532518267538,0.12283946337339596,No,无显著关联,1
杏鲍菇(袋),蟹味菇(盒),10,0.697006325881,0.025085781870726395,Yes,正相关,1
红尖椒,蒲公英,10,0.6969696969696969,0.02509667588225183,Yes,正相关,1
丝瓜尖,小青菜,12,0.6900185713132712,0.01301224318408305,Yes,正相关,1
杏鲍菇(袋),白玉菇(盒),18,0.6875713142609079,0.0016142124904571374,Yes,正相关,1
白玉菇(袋),紫白菜,13,0.687004332171115,0.009481533637026375,Yes,正相关,1
小白菜(份),红椒(份),5,0.6842105263157895,0.20263069030420366,No,无显著关联,1
冰草(盒),红尖椒(份),13,0.6833403419881675,0.010028527779249724,Yes,正相关,1
快菜,红灯笼椒,9,-0.6833333333333333,0.04244227208707231,Yes,负相关,1
和丰阳光海鲜菇(包),青线椒(份),13,-0.6829715517131283,0.01008488166075707,Yes,负相关,1
海鲜菇,紫贝菜,11,0.6818181818181819,0.020842853610945056,Yes,正相关,1
丝瓜尖,青线椒,16,0.6789403533966843,0.003827226238703252,Yes,正相关,1
红椒,荸荠(份),6,-0.6789347398332045,0.13807618266889354,No,无显著关联,1
平菇,洪湖藕带,7,0.6785714285714287,0.0937502539598313,No,无显著关联,1
红线椒,组合椒系列,13,-0.6775018914875507,0.010949214983507713,Yes,负相关,1
蒲公英,青红杭椒组合装(份),6,0.6767633692869747,0.1398366873478105,No,无显著关联,1
姬菇(份),蔡甸藜蒿,9,0.6751595780557778,0.04598782612848236,Yes,正相关,1
茼蒿,豌豆尖,28,0.6743295019157088,8.325705114899523e-05,Yes,正相关,1
小白菜,蟹味菇与白玉菇双拼(盒),7,0.6736330697086078,0.09710371895937761,No,无显著关联,1
蟹味菇与白玉菇双拼(盒),龙牙菜,5,0.6708203932499368,0.21516994256955005,No,无显著关联,1
茼蒿(份),鱼腥草,5,-0.6708203932499368,0.21516994256955005,No,无显著关联,1
小皱皮,西峡香菇(份),5,0.6708203932499368,0.21516994256955005,No,无显著关联,1
红薯尖(份),银耳(朵),5,-0.6708203932499368,0.21516994256955005,No,无显著关联,1
平菇,紫苏(份),5,-0.6708203932499368,0.21516994256955005,No,无显著关联,1
茼蒿(份),鲜木耳,7,0.6698938453032356,0.09968403424429964,No,无显著关联,1
海鲜菇(份),灯笼椒,15,-0.6679092087682693,0.006504253314139134,Yes,负相关,1
姬菇(包),鲜木耳(份),8,0.6675450157520258,0.07048042169282165,No,无显著关联,1
洪湖莲藕(脆藕),红杭椒(份),11,0.6674707402998606,0.024832472198148384,Yes,正相关,1
白玉菇(盒),蔡甸藜蒿,5,-0.6668859288553503,0.2188939813132315,No,无显著关联,1
丝瓜尖,蟹味菇(袋),5,-0.6668859288553503,0.2188939813132315,No,无显著关联,1
小青菜(份),蔡甸藜蒿(份),5,0.6668859288553503,0.2188939813132315,No,无显著关联,1
青红杭椒组合装(份),青线椒,5,-0.6668859288553503,0.2188939813132315,No,无显著关联,1
洪山菜苔,红灯笼椒,5,0.6668859288553503,0.2188939813132315,No,无显著关联,1
红尖椒,蟹味菇(袋),5,-0.6668859288553501,0.21889398131323165,No,无显著关联,1
红杭椒,鲜粽子叶,8,0.6666666666666669,0.07098765432098751,No,无显著关联,1
小青菜,苋菜(份),17,-0.6664256973074164,0.0034860392645275342,Yes,负相关,1
洪湖莲藕(粉藕),紫苏(份),6,0.6642111641550715,0.15020042233101136,No,无显著关联,1
丝瓜尖,长线茄,15,0.6636862140206045,0.006979809901195721,Yes,正相关,1
姜蒜小米椒组合装(小份),杏鲍菇(袋),6,0.6617647058823529,0.1522570857927945,No,无显著关联,1
姬菇(包),红薯尖(份),6,-0.6617647058823529,0.1522570857927945,No,无显著关联,1
上海青(份),高瓜,141,0.6613271892608211,4.433283454315002e-19,Yes,正相关,1
姬菇(包),枝江红菜苔(份),8,0.6598792143747712,0.07497969117146722,No,无显著关联,1
丝瓜尖,姜蒜小米椒组合装(小份),8,0.658585559938142,0.07575513568196172,No,无显著关联,1
海鲜菇,茼蒿(份),7,-0.6573757351339166,0.10857989515216841,No,无显著关联,1
外地茼蒿,白蒿,6,0.6571428571428573,0.15617492711370237,No,无显著关联,1
小青菜,紫白菜,6,0.6571428571428573,0.15617492711370237,No,无显著关联,1
小青菜,牛排菇,6,-0.6571428571428573,0.15617492711370237,No,无显著关联,1
小白菜,紫圆茄,6,0.6571428571428573,0.15617492711370237,No,无显著关联,1
小米椒,杏鲍菇(份),15,0.6564696344480686,0.007855402174751919,Yes,正相关,1
红薯尖(份),青线椒(份),48,0.6560313899227257,4.154445098837063e-07,Yes,正相关,1
红杭椒,红椒(份),9,0.6557788282337521,0.05513773769637093,No,无显著关联,1
花茄子,蟹味菇(袋),7,0.6546536707079773,0.11056669073123543,No,无显著关联,1
牛首生菜,猪肚菇(盒),6,-0.6546536707079772,0.15830242337545783,No,无显著关联,1
绣球菌,黄心菜,6,0.6546536707079772,0.15830242337545783,No,无显著关联,1
小米椒,绣球菌,6,0.6546536707079772,0.15830242337545783,No,无显著关联,1
红椒,绣球菌,6,0.6546536707079772,0.15830242337545783,No,无显著关联,1
东门口小白菜,猪肚菇(盒),6,-0.6546536707079772,0.15830242337545783,No,无显著关联,1
枝江红菜苔,猪肚菇(盒),6,-0.6546536707079772,0.15830242337545783,No,无显著关联,1
杏鲍菇,绣球菌,6,0.6546536707079772,0.15830242337545783,No,无显著关联,1
猪肚菇(盒),红杭椒,6,0.6546536707079772,0.15830242337545783,No,无显著关联,1
丝瓜尖,青尖椒(份),10,-0.6502032202644621,0.04181294469173078,Yes,负相关,1
大龙茄子,秀珍菇,9,-0.65,0.05807305801714864,No,无显著关联,1
蔡甸藜蒿(份),鲜木耳,9,0.6498440561375455,0.058153608640493876,No,无显著关联,1
小米椒,水果辣椒(份),12,-0.6486453817157574,0.02250280158382261,Yes,负相关,1
丝瓜尖,组合椒系列,6,-0.6470588235294118,0.1648687156523507,No,无显著关联,1
红椒(份),红薯尖(份),6,0.6468431588153822,0.165056814451302,No,无显著关联,1
洪湖莲藕(粉藕),虫草花,17,-0.6452651937843233,0.005153874188801158,Yes,负相关,1
芥菜,青尖椒,9,0.6443571047419068,0.06103295769909979,No,无显著关联,1
